Barcode,Peptide,LFC,totalMeanLFC,LFC_SD
640091108,AKT1_309_321_C310S,-0.3181546769959276,-1.0742923426026882,1.6658439198524835
640091108,AKT1_309_321_C310S,0.21515704984878958,-1.0742923426026882,1.6658439198524835
640091108,AKT1_320_332,-0.46424180057870146,-0.8870372893430725,1.4593027729495887
640091108,AKT1_320_332,-0.239455750522378,-0.8870372893430725,1.4593027729495887
640091108,ARAF_297_307,0.06312315511896394,-0.8025982050549387,1.5090288926390212
640091108,ARAF_297_307,-0.19010479689928772,-0.8025982050549387,1.5090288926390212
640091108,BTLA_252_262,-0.10000692963309987,-1.2411674233957752,2.565367088809204
640091108,BTLA_252_262,-0.2831993320480475,-1.2411674233957752,2.565367088809204
640091108,C1R_199_211,1.1092739736575554,-0.36537388467333654,0.9924784673796776
640091108,C1R_199_211,-0.4050666240747942,-0.36537388467333654,0.9924784673796776
640091108,CBL_693_705,0.048097420123538015,-1.0383669904787773,2.200798990673502
640091108,CBL_693_705,-0.10219947735538071,-1.0383669904787773,2.200798990673502
640091108,CD28_185_197,-0.7533247343187766,-1.0332373520707583,1.4323967034410436
640091108,CD28_185_197,-0.650244821922632,-1.0332373520707583,1.4323967034410436
640091108,CD28_203_215,-0.39641364019135494,-0.661987527407004,1.0203083357556502
640091108,CD28_203_215,-0.15096694039315217,-0.661987527407004,1.0203083357556502
640091108,CD3E_193_205,-0.054310307245714284,-0.9948676776849703,1.9407300249695592
640091108,CD3E_193_205,-0.18158933811577427,-0.9948676776849703,1.9407300249695592
640091108,CD3Z_117_129,0.06073955802025921,-1.413825102803308,3.0530441378286213
640091108,CD3Z_117_129,-0.11217461930084305,-1.413825102803308,3.0530441378286213
640091108,CD3Z_77_89,-0.005443598113064496,-1.0495774271253864,2.134150773743119
640091108,CD3Z_77_89,-0.1554376289563031,-1.0495774271253864,2.134150773743119
640091108,CD70_9_21_C17S,-0.29742904245532564,-0.5848831307283979,0.8583208543364992
640091108,CD70_9_21_C17S,-0.24253281176536134,-0.5848831307283979,0.8583208543364992
640091108,CTNB1_79_91,0.06499184591309337,-1.3660330338849493,2.767668397745429
640091108,CTNB1_79_91,-0.16818141379539853,-1.3660330338849493,2.767668397745429
640091108,DCX_67_79,-0.16097041342579121,-0.9033292237085777,1.569119305835494
640091108,DCX_67_79,-0.39307266686265585,-0.9033292237085777,1.569119305835494
640091108,EGFR_1165_1177,0.013954171514762415,-0.633593181602059,1.082890276241744
640091108,EGFR_1165_1177,-0.21631191086662582,-0.633593181602059,1.082890276241744
640091108,EGFR_862_874,0.16796614840425672,-0.8997869241722782,2.0267970906695805
640091108,EGFR_862_874,-0.17104770631135224,-0.8997869241722782,2.0267970906695805
640091108,EPOR_419_431,-0.31797452865543185,-1.368820334803663,2.487065330031222
640091108,EPOR_419_431,-0.32201728502314353,-1.368820334803663,2.487065330031222
640091108,ERBB2_1241_1253,0.030156589760389707,-0.8811422529417918,1.6407791907065512
640091108,ERBB2_1241_1253,-0.3119999736500798,-0.8811422529417918,1.6407791907065512
640091108,ERBB2_870_882,0.04879914215335468,-0.7949160076769262,1.5168479741128658
640091108,ERBB2_870_882,-0.288017473016696,-0.7949160076769262,1.5168479741128658
640091108,ERBB4_1181_1193,0.3151845696427795,-0.8514192317726132,1.737837109214122
640091108,ERBB4_1181_1193,-0.15454785038208296,-0.8514192317726132,1.737837109214122
640091108,ERBB4_1277_1289,0.08227716710159871,-0.4913429786930821,0.8647882196630149
640091108,ERBB4_1277_1289,0.025165229954941637,-0.4913429786930821,0.8647882196630149
640091108,FAK1_569_581,0.031853530290497645,-1.1075088264422746,2.1731418645801424
640091108,FAK1_569_581,-0.41572511906255194,-1.1075088264422746,2.1731418645801424
640091108,FGFR2_762_774,0.24454035092068338,-0.9597167688222947,2.0012150226851633
640091108,FGFR2_762_774,-0.10922744728978628,-0.9597167688222947,2.0012150226851633
640091108,FGFR3_753_765,0.01106578802659719,-1.1370545349762562,2.2352550069045187
640091108,FGFR3_753_765,-0.14496093449239744,-1.1370545349762562,2.2352550069045187
640091108,GAB1_622_632,-0.14756008106739316,-0.6032748314467019,1.3871102624359415
640091108,GAB1_622_632,-0.08839009257307229,-0.6032748314467019,1.3871102624359415
640091108,GAB2_638_648,0.3715135069667417,-0.4590260450823879,1.2805908922800984
640091108,GAB2_638_648,0.2637435211299035,-0.4590260450823879,1.2805908922800984
640091108,GSK3B_210_222_C218S,-0.08652398365067615,-0.9759893295664901,1.9651615453741813
640091108,GSK3B_210_222_C218S,0.018042041960629085,-0.9759893295664901,1.9651615453741813
640091108,INSR_992_1004,0.45802198850155396,-0.36677020466023336,1.1635823780319228
640091108,INSR_992_1004,0.6525959317988619,-0.36677020466023336,1.1635823780319228
640091108,IRS1_890_902,-0.21973095001992604,-1.111382298594245,2.2874974096345015
640091108,IRS1_890_902,-0.21774000347904465,-1.111382298594245,2.2874974096345015
640091108,JAK3_974_986,0.03741038185117951,-0.9792028010515499,1.88261509952078
640091108,JAK3_974_986,-0.0951572330403394,-0.9792028010515499,1.88261509952078
640091108,K2C6B_53_65,-0.23432360866504887,-1.157220419146988,1.8578187008615883
640091108,K2C6B_53_65,-0.4513389196850781,-1.157220419146988,1.8578187008615883
640091108,KSYK_518_530,-0.22182971117880168,-0.9972229845669067,1.8290071672735084
640091108,KSYK_518_530,-0.4580788805720486,-0.9972229845669067,1.8290071672735084
640091108,LAT_249_261,-0.04892590608107383,-1.0562974502680367,2.0329856310515853
