Group,Peptide,slope,Kinase
Exposed,ADDB_706_718,4.726634018864332,MST
Exposed,ADDB_706_718,4.726634018864332,NEK
Exposed,ADDB_706_718,4.726634018864332,P38
Exposed,ADDB_706_718,4.726634018864332,PAKA
Exposed,ADDB_706_718,4.726634018864332,PDHK
Exposed,ADDB_706_718,4.726634018864332,PDK1
Exposed,ADDB_706_718,4.726634018864332,PEK
Exposed,ADDB_706_718,4.726634018864332,PHK
Exposed,ADDB_706_718,4.726634018864332,PIM
Exposed,ADDB_706_718,4.726634018864332,PKCA
Exposed,ADDB_706_718,4.726634018864332,PLK
Exposed,ADDB_706_718,4.726634018864332,RAD53
Exposed,ADDB_706_718,4.726634018864332,RSK
Exposed,ADDB_706_718,4.726634018864332,VRK2
Exposed,BAD_69_81,5.05480249137968,AKT
Exposed,BAD_69_81,5.05480249137968,BARK1
Exposed,BAD_69_81,5.05480249137968,CDK
Exposed,BAD_69_81,5.05480249137968,DMPK
Exposed,BAD_69_81,5.05480249137968,ERK
Exposed,BAD_69_81,5.05480249137968,MELK
Exposed,BAD_69_81,5.05480249137968,MTOR
Exposed,BAD_69_81,5.05480249137968,PAKA
Exposed,BAD_69_81,5.05480249137968,PAKB
Exposed,BAD_69_81,5.05480249137968,PDHK
Exposed,BAD_69_81,5.05480249137968,PDK1
Exposed,BAD_69_81,5.05480249137968,PEK
Exposed,BAD_69_81,5.05480249137968,PHK
Exposed,BAD_69_81,5.05480249137968,PIM
Exposed,BAD_69_81,5.05480249137968,PKA
Exposed,BAD_69_81,5.05480249137968,PKCA
Exposed,BAD_69_81,5.05480249137968,PKCI
Exposed,BAD_69_81,5.05480249137968,PKD
Exposed,BAD_69_81,5.05480249137968,PKG
Exposed,BAD_69_81,5.05480249137968,QIK
Exposed,BAD_69_81,5.05480249137968,RAD53
Exposed,BAD_69_81,5.05480249137968,RAF
Exposed,BAD_69_81,5.05480249137968,RSK
Exposed,BAD_69_81,5.05480249137968,SGK
Exposed,BAD_69_81,5.05480249137968,VRK2
Exposed,BAD_93_105,6.489432970585526,AKT
Exposed,BAD_93_105,6.489432970585526,BARK1
Exposed,BAD_93_105,6.489432970585526,DMPK
Exposed,BAD_93_105,6.489432970585526,MAPKAPK
Exposed,BAD_93_105,6.489432970585526,PAKA
Exposed,BAD_93_105,6.489432970585526,PHK
Exposed,BAD_93_105,6.489432970585526,PIM
Exposed,BAD_93_105,6.489432970585526,PKA
Exposed,BAD_93_105,6.489432970585526,PKCA
Exposed,BAD_93_105,6.489432970585526,PKCI
Exposed,BAD_93_105,6.489432970585526,PKD
Exposed,BAD_93_105,6.489432970585526,PKG
Exposed,BAD_93_105,6.489432970585526,QIK
Exposed,BAD_93_105,6.489432970585526,RAF
Exposed,BAD_93_105,6.489432970585526,RSK
Exposed,BAD_93_105,6.489432970585526,SGK
Exposed,BAD_93_105,6.489432970585526,VRK2
Exposed,BCKD_45_57,3.3338864879514802,AKT
Exposed,BCKD_45_57,3.3338864879514802,BARK1
Exposed,BCKD_45_57,3.3338864879514802,CDK
Exposed,BCKD_45_57,3.3338864879514802,DMPK
Exposed,BCKD_45_57,3.3338864879514802,FRAY
Exposed,BCKD_45_57,3.3338864879514802,GRK
Exposed,BCKD_45_57,3.3338864879514802,IKK
Exposed,BCKD_45_57,3.3338864879514802,MAPKAPK
Exposed,BCKD_45_57,3.3338864879514802,MELK
Exposed,BCKD_45_57,3.3338864879514802,MLCK
Exposed,BCKD_45_57,3.3338864879514802,MST
Exposed,BCKD_45_57,3.3338864879514802,PAKA
Exposed,BCKD_45_57,3.3338864879514802,PDHK
Exposed,BCKD_45_57,3.3338864879514802,PDK1
Exposed,BCKD_45_57,3.3338864879514802,PEK
Exposed,BCKD_45_57,3.3338864879514802,PHK
Exposed,BCKD_45_57,3.3338864879514802,PIM
Exposed,BCKD_45_57,3.3338864879514802,PKA
Exposed,BCKD_45_57,3.3338864879514802,PKCA
Exposed,BCKD_45_57,3.3338864879514802,PKG
Exposed,BCKD_45_57,3.3338864879514802,PLK
Exposed,BCKD_45_57,3.3338864879514802,QIK
Exposed,BCKD_45_57,3.3338864879514802,RSK
Exposed,BCKD_45_57,3.3338864879514802,SGK
Exposed,BCKD_45_57,3.3338864879514802,STE7
Exposed,BCKD_45_57,3.3338864879514802,VRK2
Exposed,CA2D1_494_506,4.466249193491445,BARK1
Exposed,CA2D1_494_506,4.466249193491445,DMPK
Exposed,CA2D1_494_506,4.466249193491445,DYRK
Exposed,CA2D1_494_506,4.466249193491445,ERK
Exposed,CA2D1_494_506,4.466249193491445,PAKA
Exposed,CA2D1_494_506,4.466249193491445,PEK
Exposed,CA2D1_494_506,4.466249193491445,PKCA
Exposed,CA2D1_494_506,4.466249193491445,PKCH
Exposed,CA2D1_494_506,4.466249193491445,PKN
Exposed,CA2D1_494_506,4.466249193491445,RAD53
Exposed,CA2D1_494_506,4.466249193491445,VRK2
Exposed,CD27_212_224,4.043073233560221,AKT
Exposed,CD27_212_224,4.043073233560221,BARK1
Exposed,CD27_212_224,4.043073233560221,CDK
Exposed,CD27_212_224,4.043073233560221,DMPK
Exposed,CD27_212_224,4.043073233560221,ERK
Exposed,CD27_212_224,4.043073233560221,IKK
Exposed,CD27_212_224,4.043073233560221,JNK
Exposed,CD27_212_224,4.043073233560221,P38
Exposed,CD27_212_224,4.043073233560221,PDHK
Exposed,CD27_212_224,4.043073233560221,PEK
Exposed,CD27_212_224,4.043073233560221,PHK
Exposed,CD27_212_224,4.043073233560221,PIM
Exposed,CD27_212_224,4.043073233560221,PKCA
Exposed,CD27_212_224,4.043073233560221,PKD
Exposed,CD27_212_224,4.043073233560221,QIK
Exposed,CD27_212_224,4.043073233560221,RSK
Exposed,CD27_212_224,4.043073233560221,VRK2
Exposed,CENPA_1_14,7.216106957313415,AUR
Exposed,CENPA_1_14,7.216106957313415,BARK1
Exposed,CENPA_1_14,7.216106957313415,DMPK
Exposed,CENPA_1_14,7.216106957313415,MAPKAPK
Exposed,CENPA_1_14,7.216106957313415,PIM
Exposed,CENPA_1_14,7.216106957313415,PKCA
Exposed,CENPA_1_14,7.216106957313415,PKG
Exposed,CENPA_1_14,7.216106957313415,VRK2
Exposed,DCX_49_61,3.5786973753875517,BARK1
Exposed,DCX_49_61,3.5786973753875517,CDK
Exposed,DCX_49_61,3.5786973753875517,CK1
Exposed,DCX_49_61,3.5786973753875517,ERK
Exposed,DCX_49_61,3.5786973753875517,MAPKAPK
Exposed,DCX_49_61,3.5786973753875517,PEK
Exposed,DCX_49_61,3.5786973753875517,PIM
Exposed,DCX_49_61,3.5786973753875517,PKCA
Exposed,DCX_49_61,3.5786973753875517,PKCH
Exposed,DCX_49_61,3.5786973753875517,QIK
Exposed,DCX_49_61,3.5786973753875517,RSK
Exposed,DCX_49_61,3.5786973753875517,VRK2
Exposed,ERBB2_679_691,7.2531076498234155,BARK1
Exposed,ERBB2_679_691,7.2531076498234155,DMPK
Exposed,ERBB2_679_691,7.2531076498234155,PHK
Exposed,ERBB2_679_691,7.2531076498234155,PIM
Exposed,ERBB2_679_691,7.2531076498234155,PKA
Exposed,ERBB2_679_691,7.2531076498234155,PKCA
Exposed,ERBB2_679_691,7.2531076498234155,PKCD
Exposed,ERBB2_679_691,7.2531076498234155,PKCH
Exposed,ERBB2_679_691,7.2531076498234155,PKG
Exposed,ERBB2_679_691,7.2531076498234155,RSK
Exposed,ERBB2_679_691,7.2531076498234155,VRK2
Exposed,FIBA_569_581,3.1593122578881205,BARK1
Exposed,FIBA_569_581,3.1593122578881205,CDK
Exposed,FIBA_569_581,3.1593122578881205,CK1
Exposed,FIBA_569_581,3.1593122578881205,DAPK
Exposed,FIBA_569_581,3.1593122578881205,DMPK
Exposed,FIBA_569_581,3.1593122578881205,ERK
Exposed,FIBA_569_581,3.1593122578881205,GSK
Exposed,FIBA_569_581,3.1593122578881205,HAL
Exposed,FIBA_569_581,3.1593122578881205,IKK
Exposed,FIBA_569_581,3.1593122578881205,JNK
Exposed,FIBA_569_581,3.1593122578881205,MLCK
Exposed,FIBA_569_581,3.1593122578881205,MST
Exposed,FIBA_569_581,3.1593122578881205,PDHK
Exposed,FIBA_569_581,3.1593122578881205,PEK
Exposed,FIBA_569_581,3.1593122578881205,PHK
Exposed,FIBA_569_581,3.1593122578881205,PIM
Exposed,FIBA_569_581,3.1593122578881205,PKA
Exposed,FIBA_569_581,3.1593122578881205,PKCA
Exposed,FIBA_569_581,3.1593122578881205,PKG
Exposed,FIBA_569_581,3.1593122578881205,PLK
Exposed,FIBA_569_581,3.1593122578881205,QIK
Exposed,FIBA_569_581,3.1593122578881205,RAF
Exposed,FIBA_569_581,3.1593122578881205,RIPK
Exposed,FIBA_569_581,3.1593122578881205,RSK
Exposed,FIBA_569_581,3.1593122578881205,SGK
Exposed,FIBA_569_581,3.1593122578881205,STE7
Exposed,FIBA_569_581,3.1593122578881205,VRK2
Exposed,FOXO3_25_37,5.704748102536779,AKT
Exposed,FOXO3_25_37,5.704748102536779,BARK1
Exposed,FOXO3_25_37,5.704748102536779,CDK
Exposed,FOXO3_25_37,5.704748102536779,ERK
Exposed,FOXO3_25_37,5.704748102536779,MAPKAPK
Exposed,FOXO3_25_37,5.704748102536779,P38
Exposed,FOXO3_25_37,5.704748102536779,PHK
Exposed,FOXO3_25_37,5.704748102536779,PIM
Exposed,FOXO3_25_37,5.704748102536779,PKCA
Exposed,FOXO3_25_37,5.704748102536779,QIK
Exposed,FOXO3_25_37,5.704748102536779,RAF
Exposed,FOXO3_25_37,5.704748102536779,RSK
Exposed,FOXO3_25_37,5.704748102536779,SGK
Exposed,FOXO3_25_37,5.704748102536779,VRK2
Exposed,H2B1B_ 27_40,6.225048003893788,AKT
Exposed,H2B1B_ 27_40,6.225048003893788,AMPK
Exposed,H2B1B_ 27_40,6.225048003893788,BARK1
Exposed,H2B1B_ 27_40,6.225048003893788,CAMK1
Exposed,H2B1B_ 27_40,6.225048003893788,CDK
Exposed,H2B1B_ 27_40,6.225048003893788,COT
Exposed,H2B1B_ 27_40,6.225048003893788,DAPK
Exposed,H2B1B_ 27_40,6.225048003893788,DMPK
Exposed,H2B1B_ 27_40,6.225048003893788,IKK
Exposed,H2B1B_ 27_40,6.225048003893788,MLK
Exposed,H2B1B_ 27_40,6.225048003893788,MST
Exposed,H2B1B_ 27_40,6.225048003893788,PAKA
Exposed,H2B1B_ 27_40,6.225048003893788,PAKB
Exposed,H2B1B_ 27_40,6.225048003893788,PDHK
Exposed,H2B1B_ 27_40,6.225048003893788,PEK
Exposed,H2B1B_ 27_40,6.225048003893788,PHK
Exposed,H2B1B_ 27_40,6.225048003893788,PIM
Exposed,H2B1B_ 27_40,6.225048003893788,PKA
Exposed,H2B1B_ 27_40,6.225048003893788,PKCA
Exposed,H2B1B_ 27_40,6.225048003893788,PKCH
Exposed,H2B1B_ 27_40,6.225048003893788,PKD
Exposed,H2B1B_ 27_40,6.225048003893788,PKG
Exposed,H2B1B_ 27_40,6.225048003893788,PLK
Exposed,H2B1B_ 27_40,6.225048003893788,QIK
Exposed,H2B1B_ 27_40,6.225048003893788,RAD53
Exposed,H2B1B_ 27_40,6.225048003893788,RSK
Exposed,H2B1B_ 27_40,6.225048003893788,SGK
Exposed,H2B1B_ 27_40,6.225048003893788,VRK2
Exposed,H32_3_18,5.334223338173151,AMPK
Exposed,H32_3_18,5.334223338173151,ATR
Exposed,H32_3_18,5.334223338173151,AUR
Exposed,H32_3_18,5.334223338173151,BARK1
Exposed,H32_3_18,5.334223338173151,DAPK
Exposed,H32_3_18,5.334223338173151,DMPK
Exposed,H32_3_18,5.334223338173151,DYRK
Exposed,H32_3_18,5.334223338173151,MLK
Exposed,H32_3_18,5.334223338173151,MST
Exposed,H32_3_18,5.334223338173151,MTOR
Exposed,H32_3_18,5.334223338173151,PHK
Exposed,H32_3_18,5.334223338173151,PIM
Exposed,H32_3_18,5.334223338173151,PKCA
Exposed,H32_3_18,5.334223338173151,PKCD
Exposed,H32_3_18,5.334223338173151,PRKDC
Exposed,H32_3_18,5.334223338173151,QIK
Exposed,H32_3_18,5.334223338173151,RAD53
Exposed,H32_3_18,5.334223338173151,RSK
Exposed,H32_3_18,5.334223338173151,STE7
Exposed,H32_3_18,5.334223338173151,VRK1
Exposed,H32_3_18,5.334223338173151,VRK2
Exposed,IF4E_203_215,3.74188210418912,BARK1
Exposed,IF4E_203_215,3.74188210418912,CDK
Exposed,IF4E_203_215,3.74188210418912,DMPK
Exposed,IF4E_203_215,3.74188210418912,ERK
Exposed,IF4E_203_215,3.74188210418912,GRK
Exposed,IF4E_203_215,3.74188210418912,IKK
Exposed,IF4E_203_215,3.74188210418912,LKB
Exposed,IF4E_203_215,3.74188210418912,MAPKAPK
Exposed,IF4E_203_215,3.74188210418912,MLK
Exposed,IF4E_203_215,3.74188210418912,P38
Exposed,IF4E_203_215,3.74188210418912,PEK
Exposed,IF4E_203_215,3.74188210418912,PKCA
Exposed,IF4E_203_215,3.74188210418912,QIK
Exposed,IF4E_203_215,3.74188210418912,RIPK
Exposed,IF4E_203_215,3.74188210418912,STKR
Exposed,IF4E_203_215,3.74188210418912,VRK1
Exposed,IF4E_203_215,3.74188210418912,VRK2
Exposed,KAPCG_192_206,3.0179171893558268,BARK1
Exposed,KAPCG_192_206,3.0179171893558268,CAMK2
Exposed,KAPCG_192_206,3.0179171893558268,CDK
Exposed,KAPCG_192_206,3.0179171893558268,DMPK
Exposed,KAPCG_192_206,3.0179171893558268,DYRK
Exposed,KAPCG_192_206,3.0179171893558268,ERK
Exposed,KAPCG_192_206,3.0179171893558268,GSK
Exposed,KAPCG_192_206,3.0179171893558268,IKK
Exposed,KAPCG_192_206,3.0179171893558268,IRAK
Exposed,KAPCG_192_206,3.0179171893558268,LKB
Exposed,KAPCG_192_206,3.0179171893558268,MELK
Exposed,KAPCG_192_206,3.0179171893558268,MST
Exposed,KAPCG_192_206,3.0179171893558268,MTOR
Exposed,KAPCG_192_206,3.0179171893558268,PDHK
Exposed,KAPCG_192_206,3.0179171893558268,PDK1
Exposed,KAPCG_192_206,3.0179171893558268,PHK
Exposed,KAPCG_192_206,3.0179171893558268,PIM
Exposed,KAPCG_192_206,3.0179171893558268,PKCH
Exposed,KAPCG_192_206,3.0179171893558268,VRK2
Exposed,KS6A1_374_386,4.008914065393992,BARK1
Exposed,KS6A1_374_386,4.008914065393992,COT
Exposed,KS6A1_374_386,4.008914065393992,FRAY
Exposed,KS6A1_374_386,4.008914065393992,MAPKAPK
Exposed,KS6A1_374_386,4.008914065393992,MSN
Exposed,KS6A1_374_386,4.008914065393992,MTOR
Exposed,KS6A1_374_386,4.008914065393992,PDHK
Exposed,KS6A1_374_386,4.008914065393992,PDK1
Exposed,KS6A1_374_386,4.008914065393992,PEK
Exposed,KS6A1_374_386,4.008914065393992,PHK
Exposed,KS6A1_374_386,4.008914065393992,PIM
Exposed,KS6A1_374_386,4.008914065393992,PKCA
Exposed,KS6A1_374_386,4.008914065393992,RAD53
Exposed,KS6A1_374_386,4.008914065393992,RSK
Exposed,KS6A1_374_386,4.008914065393992,STE7
Exposed,KS6A1_374_386,4.008914065393992,VRK2
Exposed,MARCS_152_164,3.217985732778788,BARK1
Exposed,MARCS_152_164,3.217985732778788,CDK
Exposed,MARCS_152_164,3.217985732778788,DAPK
Exposed,MARCS_152_164,3.217985732778788,DMPK
Exposed,MARCS_152_164,3.217985732778788,ERK
Exposed,MARCS_152_164,3.217985732778788,JNK
Exposed,MARCS_152_164,3.217985732778788,P38
Exposed,MARCS_152_164,3.217985732778788,PAKA
Exposed,MARCS_152_164,3.217985732778788,PDHK
Exposed,MARCS_152_164,3.217985732778788,PDK1
Exposed,MARCS_152_164,3.217985732778788,PEK
Exposed,MARCS_152_164,3.217985732778788,PHK
Exposed,MARCS_152_164,3.217985732778788,PKA
Exposed,MARCS_152_164,3.217985732778788,PKCA
Exposed,MARCS_152_164,3.217985732778788,PKCH
Exposed,MARCS_152_164,3.217985732778788,PKCI
Exposed,MARCS_152_164,3.217985732778788,PKD
Exposed,MARCS_152_164,3.217985732778788,PKG
Exposed,MARCS_152_164,3.217985732778788,PKN
Exposed,MARCS_152_164,3.217985732778788,RAD53
Exposed,MARCS_152_164,3.217985732778788,VRK2
Exposed,MBP_222_234,4.929435234005966,BARK1
Exposed,MBP_222_234,4.929435234005966,CDK
Exposed,MBP_222_234,4.929435234005966,DYRK
Exposed,MBP_222_234,4.929435234005966,ERK
Exposed,MBP_222_234,4.929435234005966,GSK
Exposed,MBP_222_234,4.929435234005966,JNK
Exposed,MBP_222_234,4.929435234005966,MTOR
Exposed,MBP_222_234,4.929435234005966,PDK1
Exposed,MBP_222_234,4.929435234005966,PEK
Exposed,MBP_222_234,4.929435234005966,VRK2
Exposed,MP2K1_287_299,4.619703310482052,BARK1
Exposed,MP2K1_287_299,4.619703310482052,CDK
Exposed,MP2K1_287_299,4.619703310482052,DMPK
Exposed,MP2K1_287_299,4.619703310482052,DYRK
Exposed,MP2K1_287_299,4.619703310482052,ERK
Exposed,MP2K1_287_299,4.619703310482052,JNK
Exposed,MP2K1_287_299,4.619703310482052,MAPKAPK
Exposed,MP2K1_287_299,4.619703310482052,P38
Exposed,MP2K1_287_299,4.619703310482052,PAKA
Exposed,MP2K1_287_299,4.619703310482052,PDHK
Exposed,MP2K1_287_299,4.619703310482052,PDK1
Exposed,MP2K1_287_299,4.619703310482052,PEK
Exposed,MP2K1_287_299,4.619703310482052,PHK
Exposed,MP2K1_287_299,4.619703310482052,PIM
Exposed,MP2K1_287_299,4.619703310482052,PKCA
Exposed,MP2K1_287_299,4.619703310482052,PKD
Exposed,MP2K1_287_299,4.619703310482052,STE7
Exposed,MP2K1_287_299,4.619703310482052,VRK2
Exposed,MPIP1_172_184,4.786668074347703,ATR
Exposed,MPIP1_172_184,4.786668074347703,BARK1
Exposed,MPIP1_172_184,4.786668074347703,CHK1
Exposed,MPIP1_172_184,4.786668074347703,DMPK
Exposed,MPIP1_172_184,4.786668074347703,MAPKAPK
Exposed,MPIP1_172_184,4.786668074347703,PHK
Exposed,MPIP1_172_184,4.786668074347703,PIM
Exposed,MPIP1_172_184,4.786668074347703,PKCA
Exposed,MPIP1_172_184,4.786668074347703,PRKDC
Exposed,MPIP1_172_184,4.786668074347703,QIK
Exposed,MPIP1_172_184,4.786668074347703,RAD53
Exposed,MPIP1_172_184,4.786668074347703,RAF
Exposed,MPIP1_172_184,4.786668074347703,RSK
Exposed,MPIP1_172_184,4.786668074347703,VRK2
Exposed,MPIP3_208_220,3.6956963927029975,BARK1
Exposed,MPIP3_208_220,3.6956963927029975,BRSK
Exposed,MPIP3_208_220,3.6956963927029975,CAMK1
Exposed,MPIP3_208_220,3.6956963927029975,CDK
Exposed,MPIP3_208_220,3.6956963927029975,CHK1
Exposed,MPIP3_208_220,3.6956963927029975,DMPK
Exposed,MPIP3_208_220,3.6956963927029975,DYRK
Exposed,MPIP3_208_220,3.6956963927029975,ERK
Exposed,MPIP3_208_220,3.6956963927029975,IKK
Exposed,MPIP3_208_220,3.6956963927029975,JNK
Exposed,MPIP3_208_220,3.6956963927029975,MAPKAPK
Exposed,MPIP3_208_220,3.6956963927029975,MARK
Exposed,MPIP3_208_220,3.6956963927029975,MELK
Exposed,MPIP3_208_220,3.6956963927029975,P38
Exposed,MPIP3_208_220,3.6956963927029975,PDK1
Exposed,MPIP3_208_220,3.6956963927029975,PEK
Exposed,MPIP3_208_220,3.6956963927029975,PHK
Exposed,MPIP3_208_220,3.6956963927029975,PKCA
Exposed,MPIP3_208_220,3.6956963927029975,QIK
Exposed,MPIP3_208_220,3.6956963927029975,RAD53
Exposed,MPIP3_208_220,3.6956963927029975,RIPK
Exposed,MPIP3_208_220,3.6956963927029975,VRK2
Exposed,NEK2_172_184,3.0303827885610275,BARK1
Exposed,NEK2_172_184,3.0303827885610275,CAMK1
Exposed,NEK2_172_184,3.0303827885610275,CAMK2
Exposed,NEK2_172_184,3.0303827885610275,CDK
Exposed,NEK2_172_184,3.0303827885610275,DYRK
Exposed,NEK2_172_184,3.0303827885610275,ERK
Exposed,NEK2_172_184,3.0303827885610275,FRAY
Exposed,NEK2_172_184,3.0303827885610275,LKB
Exposed,NEK2_172_184,3.0303827885610275,MELK
Exposed,NEK2_172_184,3.0303827885610275,MST
Exposed,NEK2_172_184,3.0303827885610275,MTOR
Exposed,NEK2_172_184,3.0303827885610275,NEK
Exposed,NEK2_172_184,3.0303827885610275,P38
Exposed,NEK2_172_184,3.0303827885610275,PDHK
Exposed,NEK2_172_184,3.0303827885610275,PDK1
Exposed,NEK2_172_184,3.0303827885610275,PEK
Exposed,NEK2_172_184,3.0303827885610275,PKCA
Exposed,NEK2_172_184,3.0303827885610275,PKCH
Exposed,NEK2_172_184,3.0303827885610275,RSK
Exposed,NEK2_172_184,3.0303827885610275,STE11
Exposed,NEK2_172_184,3.0303827885610275,STE7
Exposed,NEK2_172_184,3.0303827885610275,VRK2
Exposed,NR4A1_344_356,4.4511234150293495,AKT
Exposed,NR4A1_344_356,4.4511234150293495,BARK1
Exposed,NR4A1_344_356,4.4511234150293495,CDK
Exposed,NR4A1_344_356,4.4511234150293495,DMPK
Exposed,NR4A1_344_356,4.4511234150293495,PHK
Exposed,NR4A1_344_356,4.4511234150293495,PIM
Exposed,NR4A1_344_356,4.4511234150293495,PKA
Exposed,NR4A1_344_356,4.4511234150293495,PKCA
Exposed,NR4A1_344_356,4.4511234150293495,RAF
Exposed,NR4A1_344_356,4.4511234150293495,RSK
Exposed,NR4A1_344_356,4.4511234150293495,VRK2
Exposed,PPR1A_28_40,7.529765739525701,AKT
Exposed,PPR1A_28_40,7.529765739525701,BARK1
Exposed,PPR1A_28_40,7.529765739525701,CDK
Exposed,PPR1A_28_40,7.529765739525701,DAPK
Exposed,PPR1A_28_40,7.529765739525701,DMPK
Exposed,PPR1A_28_40,7.529765739525701,DYRK
Exposed,PPR1A_28_40,7.529765739525701,GSK
Exposed,PPR1A_28_40,7.529765739525701,JNK
Exposed,PPR1A_28_40,7.529765739525701,P38
Exposed,PPR1A_28_40,7.529765739525701,PDK1
Exposed,PPR1A_28_40,7.529765739525701,PEK
Exposed,PPR1A_28_40,7.529765739525701,PHK
Exposed,PPR1A_28_40,7.529765739525701,PKA
Exposed,PPR1A_28_40,7.529765739525701,RSK
Exposed,PPR1A_28_40,7.529765739525701,VRK2
Exposed,RAF1_253_265,4.549718700579558,AKT
Exposed,RAF1_253_265,4.549718700579558,AMPK
Exposed,RAF1_253_265,4.549718700579558,BARK1
Exposed,RAF1_253_265,4.549718700579558,CAMK1
Exposed,RAF1_253_265,4.549718700579558,CDK
Exposed,RAF1_253_265,4.549718700579558,DAPK
Exposed,RAF1_253_265,4.549718700579558,DMPK
Exposed,RAF1_253_265,4.549718700579558,DYRK
Exposed,RAF1_253_265,4.549718700579558,ERK
Exposed,RAF1_253_265,4.549718700579558,JNK
Exposed,RAF1_253_265,4.549718700579558,MAPKAPK
Exposed,RAF1_253_265,4.549718700579558,MARK
Exposed,RAF1_253_265,4.549718700579558,NDR
Exposed,RAF1_253_265,4.549718700579558,P38
Exposed,RAF1_253_265,4.549718700579558,PAKA
Exposed,RAF1_253_265,4.549718700579558,PDK1
Exposed,RAF1_253_265,4.549718700579558,PHK
Exposed,RAF1_253_265,4.549718700579558,PKA
Exposed,RAF1_253_265,4.549718700579558,PKCA
Exposed,RAF1_253_265,4.549718700579558,PDHK
Exposed,RAF1_253_265,4.549718700579558,QIK
Exposed,RAF1_253_265,4.549718700579558,RAF
Exposed,RAF1_253_265,4.549718700579558,RIPK
Exposed,RAF1_253_265,4.549718700579558,RSK
Exposed,RAF1_253_265,4.549718700579558,SGK
Exposed,RAF1_253_265,4.549718700579558,VRK2
Exposed,RAP1B_172_184,6.233040945890714,AKT
Exposed,RAP1B_172_184,6.233040945890714,AMPK
Exposed,RAP1B_172_184,6.233040945890714,BARK1
Exposed,RAP1B_172_184,6.233040945890714,CDK
Exposed,RAP1B_172_184,6.233040945890714,DMPK
Exposed,RAP1B_172_184,6.233040945890714,IKK
Exposed,RAP1B_172_184,6.233040945890714,MAPKAPK
Exposed,RAP1B_172_184,6.233040945890714,PDHK
Exposed,RAP1B_172_184,6.233040945890714,PEK
Exposed,RAP1B_172_184,6.233040945890714,PHK
Exposed,RAP1B_172_184,6.233040945890714,PIM
Exposed,RAP1B_172_184,6.233040945890714,PKA
Exposed,RAP1B_172_184,6.233040945890714,PKCA
Exposed,RAP1B_172_184,6.233040945890714,PKG
Exposed,RAP1B_172_184,6.233040945890714,QIK
Exposed,RAP1B_172_184,6.233040945890714,RAD53
Exposed,RAP1B_172_184,6.233040945890714,RSK
Exposed,RAP1B_172_184,6.233040945890714,VRK2
Exposed,RBL2_655_667,4.619424960542367,BARK1
