Barcode,Peptide,LFC,Kinase
710317218,ACM5_494_506,0.33760235520455595,PEK
710317218,ACM5_494_506,0.33760235520455595,PKCA
710317218,ACM5_494_506,0.33760235520455595,VRK2
710317218,ACM5_494_506,0.33760235520455595,WNK
710317218,ACM5_494_506,0.1800025733576609,BARK1
710317218,ACM5_494_506,0.1800025733576609,FRAY
710317218,ACM5_494_506,0.1800025733576609,PDHK
710317218,ACM5_494_506,0.1800025733576609,PDK1
710317218,ACM5_494_506,0.1800025733576609,PEK
710317218,ACM5_494_506,0.1800025733576609,PKCA
710317218,ACM5_494_506,0.1800025733576609,VRK2
710317218,ACM5_494_506,0.1800025733576609,WNK
710317218,ACM5_498_510,0.09410815489235168,BARK1
710317218,ACM5_498_510,0.09410815489235168,FRAY
710317218,ACM5_498_510,0.09410815489235168,MLK
710317218,ACM5_498_510,0.09410815489235168,PDHK
710317218,ACM5_498_510,0.09410815489235168,PDK1
710317218,ACM5_498_510,0.09410815489235168,PEK
710317218,ACM5_498_510,0.09410815489235168,PKCA
710317218,ACM5_498_510,0.09410815489235168,PKCH
710317218,ACM5_498_510,0.09410815489235168,VRK2
710317218,ACM5_498_510,0.14695352505474713,BARK1
710317218,ACM5_498_510,0.14695352505474713,FRAY
710317218,ACM5_498_510,0.14695352505474713,MLK
710317218,ACM5_498_510,0.14695352505474713,PDHK
710317218,ACM5_498_510,0.14695352505474713,PDK1
710317218,ACM5_498_510,0.14695352505474713,PEK
710317218,ACM5_498_510,0.14695352505474713,PKCA
710317218,ACM5_498_510,0.14695352505474713,PKCH
710317218,ACM5_498_510,0.14695352505474713,VRK2
710317218,ADDB_706_718,-0.04596585395218122,BARK1
710317218,ADDB_706_718,-0.04596585395218122,CDK
710317218,ADDB_706_718,-0.04596585395218122,CHK1
710317218,ADDB_706_718,-0.04596585395218122,DMPK
710317218,ADDB_706_718,-0.04596585395218122,DYRK
710317218,ADDB_706_718,-0.04596585395218122,ERK
710317218,ADDB_706_718,-0.04596585395218122,JNK
710317218,ADDB_706_718,-0.04596585395218122,MAPKAPK
710317218,ADDB_706_718,-0.04596585395218122,MST
710317218,ADDB_706_718,-0.04596585395218122,NEK
710317218,ADDB_706_718,-0.04596585395218122,P38
710317218,ADDB_706_718,-0.04596585395218122,PAKA
710317218,ADDB_706_718,-0.04596585395218122,PDHK
710317218,ADDB_706_718,-0.04596585395218122,PDK1
710317218,ADDB_706_718,-0.04596585395218122,PEK
710317218,ADDB_706_718,-0.04596585395218122,PHK
710317218,ADDB_706_718,-0.04596585395218122,PIM
710317218,ADDB_706_718,-0.04596585395218122,PKCA
710317218,ADDB_706_718,-0.04596585395218122,PLK
710317218,ADDB_706_718,-0.04596585395218122,RAD53
710317218,ADDB_706_718,-0.04596585395218122,RSK
710317218,ADDB_706_718,-0.04596585395218122,VRK2
710317218,ADDB_706_718,0.1316189674980781,BARK1
710317218,ADDB_706_718,0.1316189674980781,CDK
710317218,ADDB_706_718,0.1316189674980781,CHK1
710317218,ADDB_706_718,0.1316189674980781,DMPK
710317218,ADDB_706_718,0.1316189674980781,DYRK
710317218,ADDB_706_718,0.1316189674980781,ERK
710317218,ADDB_706_718,0.1316189674980781,JNK
710317218,ADDB_706_718,0.1316189674980781,MAPKAPK
710317218,ADDB_706_718,0.1316189674980781,MST
710317218,ADDB_706_718,0.1316189674980781,NEK
710317218,ADDB_706_718,0.1316189674980781,P38
710317218,ADDB_706_718,0.1316189674980781,PAKA
710317218,ADDB_706_718,0.1316189674980781,PDHK
710317218,ADDB_706_718,0.1316189674980781,PDK1
710317218,ADDB_706_718,0.1316189674980781,PEK
710317218,ADDB_706_718,0.1316189674980781,PHK
710317218,ADDB_706_718,0.1316189674980781,PIM
710317218,ADDB_706_718,0.1316189674980781,PKCA
710317218,ADDB_706_718,0.1316189674980781,PLK
710317218,ADDB_706_718,0.1316189674980781,RAD53
710317218,ADDB_706_718,0.1316189674980781,RSK
710317218,ADDB_706_718,0.1316189674980781,VRK2
710317218,BAD_69_81,0.2548881671321537,AKT
710317218,BAD_69_81,0.2548881671321537,BARK1
710317218,BAD_69_81,0.2548881671321537,CDK
710317218,BAD_69_81,0.2548881671321537,DMPK
710317218,BAD_69_81,0.2548881671321537,ERK
710317218,BAD_69_81,0.2548881671321537,MELK
710317218,BAD_69_81,0.2548881671321537,MTOR
710317218,BAD_69_81,0.2548881671321537,PAKA
710317218,BAD_69_81,0.2548881671321537,PAKB
710317218,BAD_69_81,0.2548881671321537,PDHK
710317218,BAD_69_81,0.2548881671321537,PDK1
710317218,BAD_69_81,0.2548881671321537,PEK
710317218,BAD_69_81,0.2548881671321537,PHK
710317218,BAD_69_81,0.2548881671321537,PIM
710317218,BAD_69_81,0.2548881671321537,PKA
710317218,BAD_69_81,0.2548881671321537,PKCA
710317218,BAD_69_81,0.2548881671321537,PKCI
710317218,BAD_69_81,0.2548881671321537,PKD
710317218,BAD_69_81,0.2548881671321537,PKG
710317218,BAD_69_81,0.2548881671321537,QIK
710317218,BAD_69_81,0.2548881671321537,RAD53
710317218,BAD_69_81,0.2548881671321537,RAF
710317218,BAD_69_81,0.2548881671321537,RSK
710317218,BAD_69_81,0.2548881671321537,SGK
710317218,BAD_69_81,0.2548881671321537,VRK2
710317218,BAD_69_81,-0.1411868065315529,AKT
710317218,BAD_69_81,-0.1411868065315529,BARK1
710317218,BAD_69_81,-0.1411868065315529,CDK
710317218,BAD_69_81,-0.1411868065315529,DMPK
710317218,BAD_69_81,-0.1411868065315529,ERK
710317218,BAD_69_81,-0.1411868065315529,MELK
710317218,BAD_69_81,-0.1411868065315529,MTOR
710317218,BAD_69_81,-0.1411868065315529,PAKA
710317218,BAD_69_81,-0.1411868065315529,PAKB
710317218,BAD_69_81,-0.1411868065315529,PDHK
710317218,BAD_69_81,-0.1411868065315529,PDK1
710317218,BAD_69_81,-0.1411868065315529,PEK
710317218,BAD_69_81,-0.1411868065315529,PHK
710317218,BAD_69_81,-0.1411868065315529,PIM
710317218,BAD_69_81,-0.1411868065315529,PKA
710317218,BAD_69_81,-0.1411868065315529,PKCA
710317218,BAD_69_81,-0.1411868065315529,PKCI
710317218,BAD_69_81,-0.1411868065315529,PKD
710317218,BAD_69_81,-0.1411868065315529,PKG
710317218,BAD_69_81,-0.1411868065315529,QIK
710317218,BAD_69_81,-0.1411868065315529,RAD53
710317218,BAD_69_81,-0.1411868065315529,RAF
710317218,BAD_69_81,-0.1411868065315529,RSK
710317218,BAD_69_81,-0.1411868065315529,SGK
710317218,BAD_69_81,-0.1411868065315529,VRK2
710317218,BAD_93_105,-0.06234573988664138,AKT
710317218,BAD_93_105,-0.06234573988664138,BARK1
710317218,BAD_93_105,-0.06234573988664138,DMPK
710317218,BAD_93_105,-0.06234573988664138,MAPKAPK
710317218,BAD_93_105,-0.06234573988664138,PAKA
710317218,BAD_93_105,-0.06234573988664138,PHK
710317218,BAD_93_105,-0.06234573988664138,PIM
710317218,BAD_93_105,-0.06234573988664138,PKA
710317218,BAD_93_105,-0.06234573988664138,PKCA
710317218,BAD_93_105,-0.06234573988664138,PKCI
710317218,BAD_93_105,-0.06234573988664138,PKD
710317218,BAD_93_105,-0.06234573988664138,PKG
710317218,BAD_93_105,-0.06234573988664138,QIK
710317218,BAD_93_105,-0.06234573988664138,RAF
710317218,BAD_93_105,-0.06234573988664138,RSK
710317218,BAD_93_105,-0.06234573988664138,SGK
710317218,BAD_93_105,-0.06234573988664138,VRK2
710317218,BAD_93_105,0.3490282569960206,AKT
710317218,BAD_93_105,0.3490282569960206,BARK1
710317218,BAD_93_105,0.3490282569960206,DMPK
710317218,BAD_93_105,0.3490282569960206,MAPKAPK
710317218,BAD_93_105,0.3490282569960206,PAKA
710317218,BAD_93_105,0.3490282569960206,PHK
710317218,BAD_93_105,0.3490282569960206,PIM
710317218,BAD_93_105,0.3490282569960206,PKA
710317218,BAD_93_105,0.3490282569960206,PKCA
710317218,BAD_93_105,0.3490282569960206,PKCI
710317218,BAD_93_105,0.3490282569960206,PKD
710317218,BAD_93_105,0.3490282569960206,PKG
710317218,BAD_93_105,0.3490282569960206,QIK
710317218,BAD_93_105,0.3490282569960206,RAF
710317218,BAD_93_105,0.3490282569960206,RSK
710317218,BAD_93_105,0.3490282569960206,SGK
710317218,BAD_93_105,0.3490282569960206,VRK2
710317218,BCKD_45_57,0.1344170360209751,AKT
710317218,BCKD_45_57,0.1344170360209751,BARK1
710317218,BCKD_45_57,0.1344170360209751,CDK
710317218,BCKD_45_57,0.1344170360209751,DMPK
710317218,BCKD_45_57,0.1344170360209751,FRAY
710317218,BCKD_45_57,0.1344170360209751,GRK
710317218,BCKD_45_57,0.1344170360209751,IKK
710317218,BCKD_45_57,0.1344170360209751,MAPKAPK
710317218,BCKD_45_57,0.1344170360209751,MELK
710317218,BCKD_45_57,0.1344170360209751,MLCK
710317218,BCKD_45_57,0.1344170360209751,MST
710317218,BCKD_45_57,0.1344170360209751,PAKA
710317218,BCKD_45_57,0.1344170360209751,PDHK
710317218,BCKD_45_57,0.1344170360209751,PDK1
710317218,BCKD_45_57,0.1344170360209751,PEK
710317218,BCKD_45_57,0.1344170360209751,PHK
710317218,BCKD_45_57,0.1344170360209751,PIM
710317218,BCKD_45_57,0.1344170360209751,PKA
710317218,BCKD_45_57,0.1344170360209751,PKCA
710317218,BCKD_45_57,0.1344170360209751,PKG
710317218,BCKD_45_57,0.1344170360209751,PLK
710317218,BCKD_45_57,0.1344170360209751,QIK
710317218,BCKD_45_57,0.1344170360209751,RSK
710317218,BCKD_45_57,0.1344170360209751,SGK
710317218,BCKD_45_57,0.1344170360209751,STE7
710317218,BCKD_45_57,0.1344170360209751,VRK2
710317218,BCKD_45_57,0.3577626939270946,AKT
710317218,BCKD_45_57,0.3577626939270946,BARK1
710317218,BCKD_45_57,0.3577626939270946,CDK
710317218,BCKD_45_57,0.3577626939270946,DMPK
710317218,BCKD_45_57,0.3577626939270946,FRAY
710317218,BCKD_45_57,0.3577626939270946,GRK
710317218,BCKD_45_57,0.3577626939270946,IKK
710317218,BCKD_45_57,0.3577626939270946,MAPKAPK
710317218,BCKD_45_57,0.3577626939270946,MELK
710317218,BCKD_45_57,0.3577626939270946,MLCK
710317218,BCKD_45_57,0.3577626939270946,MST
710317218,BCKD_45_57,0.3577626939270946,PAKA
710317218,BCKD_45_57,0.3577626939270946,PDHK
710317218,BCKD_45_57,0.3577626939270946,PDK1
710317218,BCKD_45_57,0.3577626939270946,PEK
710317218,BCKD_45_57,0.3577626939270946,PHK
710317218,BCKD_45_57,0.3577626939270946,PIM
710317218,BCKD_45_57,0.3577626939270946,PKA
710317218,BCKD_45_57,0.3577626939270946,PKCA
710317218,BCKD_45_57,0.3577626939270946,PKG
710317218,BCKD_45_57,0.3577626939270946,PLK
710317218,BCKD_45_57,0.3577626939270946,QIK
710317218,BCKD_45_57,0.3577626939270946,RSK
710317218,BCKD_45_57,0.3577626939270946,SGK
710317218,BCKD_45_57,0.3577626939270946,STE7
710317218,BCKD_45_57,0.3577626939270946,VRK2
710317218,CA2D1_494_506,-0.09504110362822038,BARK1
710317218,CA2D1_494_506,-0.09504110362822038,DMPK
710317218,CA2D1_494_506,-0.09504110362822038,DYRK
710317218,CA2D1_494_506,-0.09504110362822038,ERK
710317218,CA2D1_494_506,-0.09504110362822038,PAKA
710317218,CA2D1_494_506,-0.09504110362822038,PEK
710317218,CA2D1_494_506,-0.09504110362822038,PKCA
710317218,CA2D1_494_506,-0.09504110362822038,PKCH
710317218,CA2D1_494_506,-0.09504110362822038,PKN
710317218,CA2D1_494_506,-0.09504110362822038,RAD53
710317218,CA2D1_494_506,-0.09504110362822038,VRK2
710317218,CA2D1_494_506,0.2903322882762347,BARK1
710317218,CA2D1_494_506,0.2903322882762347,DMPK
710317218,CA2D1_494_506,0.2903322882762347,DYRK
710317218,CA2D1_494_506,0.2903322882762347,ERK
710317218,CA2D1_494_506,0.2903322882762347,PAKA
710317218,CA2D1_494_506,0.2903322882762347,PEK
710317218,CA2D1_494_506,0.2903322882762347,PKCA
710317218,CA2D1_494_506,0.2903322882762347,PKCH
710317218,CA2D1_494_506,0.2903322882762347,PKN
710317218,CA2D1_494_506,0.2903322882762347,RAD53
710317218,CA2D1_494_506,0.2903322882762347,VRK2
710317218,CD27_212_224,-0.25449772387930825,AKT
710317218,CD27_212_224,-0.25449772387930825,BARK1
710317218,CD27_212_224,-0.25449772387930825,CDK
710317218,CD27_212_224,-0.25449772387930825,DMPK
710317218,CD27_212_224,-0.25449772387930825,ERK
710317218,CD27_212_224,-0.25449772387930825,IKK
710317218,CD27_212_224,-0.25449772387930825,JNK
710317218,CD27_212_224,-0.25449772387930825,P38
710317218,CD27_212_224,-0.25449772387930825,PDHK
710317218,CD27_212_224,-0.25449772387930825,PEK
710317218,CD27_212_224,-0.25449772387930825,PHK
710317218,CD27_212_224,-0.25449772387930825,PIM
710317218,CD27_212_224,-0.25449772387930825,PKCA
710317218,CD27_212_224,-0.25449772387930825,PKD
710317218,CD27_212_224,-0.25449772387930825,QIK
710317218,CD27_212_224,-0.25449772387930825,RSK
710317218,CD27_212_224,-0.25449772387930825,VRK2
710317218,CD27_212_224,0.03641739863562066,AKT
710317218,CD27_212_224,0.03641739863562066,BARK1
710317218,CD27_212_224,0.03641739863562066,CDK
710317218,CD27_212_224,0.03641739863562066,DMPK
710317218,CD27_212_224,0.03641739863562066,ERK
710317218,CD27_212_224,0.03641739863562066,IKK
710317218,CD27_212_224,0.03641739863562066,JNK
710317218,CD27_212_224,0.03641739863562066,P38
710317218,CD27_212_224,0.03641739863562066,PDHK
710317218,CD27_212_224,0.03641739863562066,PEK
710317218,CD27_212_224,0.03641739863562066,PHK
710317218,CD27_212_224,0.03641739863562066,PIM
710317218,CD27_212_224,0.03641739863562066,PKCA
710317218,CD27_212_224,0.03641739863562066,PKD
710317218,CD27_212_224,0.03641739863562066,QIK
710317218,CD27_212_224,0.03641739863562066,RSK
710317218,CD27_212_224,0.03641739863562066,VRK2
710317218,CENPA_1_14,0.3176277769233389,AUR
710317218,CENPA_1_14,0.3176277769233389,BARK1
710317218,CENPA_1_14,0.3176277769233389,DMPK
710317218,CENPA_1_14,0.3176277769233389,MAPKAPK
710317218,CENPA_1_14,0.3176277769233389,PIM
710317218,CENPA_1_14,0.3176277769233389,PKCA
710317218,CENPA_1_14,0.3176277769233389,PKG
710317218,CENPA_1_14,0.3176277769233389,VRK2
710317218,CENPA_1_14,-0.35700442614076877,AUR
710317218,CENPA_1_14,-0.35700442614076877,BARK1
710317218,CENPA_1_14,-0.35700442614076877,DMPK
710317218,CENPA_1_14,-0.35700442614076877,MAPKAPK
710317218,CENPA_1_14,-0.35700442614076877,PIM
710317218,CENPA_1_14,-0.35700442614076877,PKCA
710317218,CENPA_1_14,-0.35700442614076877,PKG
710317218,CENPA_1_14,-0.35700442614076877,VRK2
710317218,DCX_49_61,0.4563257077694755,BARK1
710317218,DCX_49_61,0.4563257077694755,CDK
710317218,DCX_49_61,0.4563257077694755,CK1
710317218,DCX_49_61,0.4563257077694755,ERK
710317218,DCX_49_61,0.4563257077694755,MAPKAPK
710317218,DCX_49_61,0.4563257077694755,PEK
710317218,DCX_49_61,0.4563257077694755,PIM
710317218,DCX_49_61,0.4563257077694755,PKCA
710317218,DCX_49_61,0.4563257077694755,PKCH
710317218,DCX_49_61,0.4563257077694755,QIK
710317218,DCX_49_61,0.4563257077694755,RSK
710317218,DCX_49_61,0.4563257077694755,VRK2
710317218,DCX_49_61,1.0637966505809695,BARK1
710317218,DCX_49_61,1.0637966505809695,CDK
710317218,DCX_49_61,1.0637966505809695,CK1
710317218,DCX_49_61,1.0637966505809695,ERK
710317218,DCX_49_61,1.0637966505809695,MAPKAPK
710317218,DCX_49_61,1.0637966505809695,PEK
710317218,DCX_49_61,1.0637966505809695,PIM
710317218,DCX_49_61,1.0637966505809695,PKCA
710317218,DCX_49_61,1.0637966505809695,PKCH
710317218,DCX_49_61,1.0637966505809695,QIK
710317218,DCX_49_61,1.0637966505809695,RSK
710317218,DCX_49_61,1.0637966505809695,VRK2
710317218,ERBB2_679_691,0.05455970500494622,BARK1
710317218,ERBB2_679_691,0.05455970500494622,DMPK
710317218,ERBB2_679_691,0.05455970500494622,PHK
710317218,ERBB2_679_691,0.05455970500494622,PIM
710317218,ERBB2_679_691,0.05455970500494622,PKA
710317218,ERBB2_679_691,0.05455970500494622,PKCA
710317218,ERBB2_679_691,0.05455970500494622,PKCD
710317218,ERBB2_679_691,0.05455970500494622,PKCH
710317218,ERBB2_679_691,0.05455970500494622,PKG
710317218,ERBB2_679_691,0.05455970500494622,RSK
710317218,ERBB2_679_691,0.05455970500494622,VRK2
710317218,ERBB2_679_691,-0.43247209261486486,BARK1
710317218,ERBB2_679_691,-0.43247209261486486,DMPK
710317218,ERBB2_679_691,-0.43247209261486486,PHK
710317218,ERBB2_679_691,-0.43247209261486486,PIM
710317218,ERBB2_679_691,-0.43247209261486486,PKA
710317218,ERBB2_679_691,-0.43247209261486486,PKCA
710317218,ERBB2_679_691,-0.43247209261486486,PKCD
710317218,ERBB2_679_691,-0.43247209261486486,PKCH
710317218,ERBB2_679_691,-0.43247209261486486,PKG
710317218,ERBB2_679_691,-0.43247209261486486,RSK
710317218,ERBB2_679_691,-0.43247209261486486,VRK2
710317218,FIBA_569_581,-0.3219280948873626,BARK1
710317218,FIBA_569_581,-0.3219280948873626,CDK
710317218,FIBA_569_581,-0.3219280948873626,CK1
710317218,FIBA_569_581,-0.3219280948873626,DAPK
710317218,FIBA_569_581,-0.3219280948873626,DMPK
710317218,FIBA_569_581,-0.3219280948873626,ERK
710317218,FIBA_569_581,-0.3219280948873626,GSK
710317218,FIBA_569_581,-0.3219280948873626,HAL
710317218,FIBA_569_581,-0.3219280948873626,IKK
710317218,FIBA_569_581,-0.3219280948873626,JNK
710317218,FIBA_569_581,-0.3219280948873626,MLCK
710317218,FIBA_569_581,-0.3219280948873626,MST
710317218,FIBA_569_581,-0.3219280948873626,PDHK
710317218,FIBA_569_581,-0.3219280948873626,PEK
710317218,FIBA_569_581,-0.3219280948873626,PHK
710317218,FIBA_569_581,-0.3219280948873626,PIM
710317218,FIBA_569_581,-0.3219280948873626,PKA
710317218,FIBA_569_581,-0.3219280948873626,PKCA
710317218,FIBA_569_581,-0.3219280948873626,PKG
710317218,FIBA_569_581,-0.3219280948873626,PLK
710317218,FIBA_569_581,-0.3219280948873626,QIK
710317218,FIBA_569_581,-0.3219280948873626,RAF
710317218,FIBA_569_581,-0.3219280948873626,RIPK
710317218,FIBA_569_581,-0.3219280948873626,RSK
710317218,FIBA_569_581,-0.3219280948873626,SGK
710317218,FIBA_569_581,-0.3219280948873626,STE7
710317218,FIBA_569_581,-0.3219280948873626,VRK2
710317218,FIBA_569_581,0.2724439215202161,BARK1
710317218,FIBA_569_581,0.2724439215202161,CDK
710317218,FIBA_569_581,0.2724439215202161,CK1
710317218,FIBA_569_581,0.2724439215202161,DAPK
710317218,FIBA_569_581,0.2724439215202161,DMPK
710317218,FIBA_569_581,0.2724439215202161,ERK
710317218,FIBA_569_581,0.2724439215202161,GSK
710317218,FIBA_569_581,0.2724439215202161,HAL
710317218,FIBA_569_581,0.2724439215202161,IKK
710317218,FIBA_569_581,0.2724439215202161,JNK
710317218,FIBA_569_581,0.2724439215202161,MLCK
710317218,FIBA_569_581,0.2724439215202161,MST
710317218,FIBA_569_581,0.2724439215202161,PDHK
710317218,FIBA_569_581,0.2724439215202161,PEK
710317218,FIBA_569_581,0.2724439215202161,PHK
710317218,FIBA_569_581,0.2724439215202161,PIM
710317218,FIBA_569_581,0.2724439215202161,PKA
710317218,FIBA_569_581,0.2724439215202161,PKCA
710317218,FIBA_569_581,0.2724439215202161,PKG
710317218,FIBA_569_581,0.2724439215202161,PLK
710317218,FIBA_569_581,0.2724439215202161,QIK
710317218,FIBA_569_581,0.2724439215202161,RAF
710317218,FIBA_569_581,0.2724439215202161,RIPK
710317218,FIBA_569_581,0.2724439215202161,RSK
710317218,FIBA_569_581,0.2724439215202161,SGK
710317218,FIBA_569_581,0.2724439215202161,STE7
710317218,FIBA_569_581,0.2724439215202161,VRK2
710317218,FOXO3_25_37,-0.19532417813827685,AKT
710317218,FOXO3_25_37,-0.19532417813827685,BARK1
710317218,FOXO3_25_37,-0.19532417813827685,CDK
710317218,FOXO3_25_37,-0.19532417813827685,ERK
710317218,FOXO3_25_37,-0.19532417813827685,MAPKAPK
710317218,FOXO3_25_37,-0.19532417813827685,P38
710317218,FOXO3_25_37,-0.19532417813827685,PHK
710317218,FOXO3_25_37,-0.19532417813827685,PIM
710317218,FOXO3_25_37,-0.19532417813827685,PKCA
710317218,FOXO3_25_37,-0.19532417813827685,QIK
710317218,FOXO3_25_37,-0.19532417813827685,RAF
710317218,FOXO3_25_37,-0.19532417813827685,RSK
710317218,FOXO3_25_37,-0.19532417813827685,SGK
710317218,FOXO3_25_37,-0.19532417813827685,VRK2
710317218,FOXO3_25_37,0.1760881456223764,AKT
710317218,FOXO3_25_37,0.1760881456223764,BARK1
710317218,FOXO3_25_37,0.1760881456223764,CDK
710317218,FOXO3_25_37,0.1760881456223764,ERK
710317218,FOXO3_25_37,0.1760881456223764,MAPKAPK
710317218,FOXO3_25_37,0.1760881456223764,P38
710317218,FOXO3_25_37,0.1760881456223764,PHK
710317218,FOXO3_25_37,0.1760881456223764,PIM
710317218,FOXO3_25_37,0.1760881456223764,PKCA
710317218,FOXO3_25_37,0.1760881456223764,QIK
710317218,FOXO3_25_37,0.1760881456223764,RAF
710317218,FOXO3_25_37,0.1760881456223764,RSK
710317218,FOXO3_25_37,0.1760881456223764,SGK
710317218,FOXO3_25_37,0.1760881456223764,VRK2
710317218,H2B1B_ 27_40,0.47632527260205926,AKT
710317218,H2B1B_ 27_40,0.47632527260205926,AMPK
710317218,H2B1B_ 27_40,0.47632527260205926,BARK1
710317218,H2B1B_ 27_40,0.47632527260205926,CAMK1
710317218,H2B1B_ 27_40,0.47632527260205926,CDK
710317218,H2B1B_ 27_40,0.47632527260205926,COT
710317218,H2B1B_ 27_40,0.47632527260205926,DAPK
710317218,H2B1B_ 27_40,0.47632527260205926,DMPK
710317218,H2B1B_ 27_40,0.47632527260205926,IKK
710317218,H2B1B_ 27_40,0.47632527260205926,MLK
710317218,H2B1B_ 27_40,0.47632527260205926,MST
710317218,H2B1B_ 27_40,0.47632527260205926,PAKA
710317218,H2B1B_ 27_40,0.47632527260205926,PAKB
710317218,H2B1B_ 27_40,0.47632527260205926,PDHK
710317218,H2B1B_ 27_40,0.47632527260205926,PEK
710317218,H2B1B_ 27_40,0.47632527260205926,PHK
710317218,H2B1B_ 27_40,0.47632527260205926,PIM
710317218,H2B1B_ 27_40,0.47632527260205926,PKA
710317218,H2B1B_ 27_40,0.47632527260205926,PKCA
710317218,H2B1B_ 27_40,0.47632527260205926,PKCH
710317218,H2B1B_ 27_40,0.47632527260205926,PKD
710317218,H2B1B_ 27_40,0.47632527260205926,PKG
710317218,H2B1B_ 27_40,0.47632527260205926,PLK
710317218,H2B1B_ 27_40,0.47632527260205926,QIK
710317218,H2B1B_ 27_40,0.47632527260205926,RAD53
710317218,H2B1B_ 27_40,0.47632527260205926,RSK
710317218,H2B1B_ 27_40,0.47632527260205926,SGK
710317218,H2B1B_ 27_40,0.47632527260205926,VRK2
710317218,H2B1B_ 27_40,0.4724988896856175,AKT
710317218,H2B1B_ 27_40,0.4724988896856175,AMPK
710317218,H2B1B_ 27_40,0.4724988896856175,BARK1
710317218,H2B1B_ 27_40,0.4724988896856175,CAMK1
710317218,H2B1B_ 27_40,0.4724988896856175,CDK
710317218,H2B1B_ 27_40,0.4724988896856175,COT
710317218,H2B1B_ 27_40,0.4724988896856175,DAPK
710317218,H2B1B_ 27_40,0.4724988896856175,DMPK
710317218,H2B1B_ 27_40,0.4724988896856175,IKK
710317218,H2B1B_ 27_40,0.4724988896856175,MLK
710317218,H2B1B_ 27_40,0.4724988896856175,MST
710317218,H2B1B_ 27_40,0.4724988896856175,PAKA
710317218,H2B1B_ 27_40,0.4724988896856175,PAKB
710317218,H2B1B_ 27_40,0.4724988896856175,PDHK
710317218,H2B1B_ 27_40,0.4724988896856175,PEK
710317218,H2B1B_ 27_40,0.4724988896856175,PHK
710317218,H2B1B_ 27_40,0.4724988896856175,PIM
710317218,H2B1B_ 27_40,0.4724988896856175,PKA
710317218,H2B1B_ 27_40,0.4724988896856175,PKCA
